Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre preocupações e opções de saúde mental para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levasse a solicitar uma licença médica do trabalho, pedir que a licença seria:",Você acha que discutir um distúrbio de saúde mental com seu empregador teria consequências negativas?,Você acha que discutir um problema de saúde física com seu empregador teria consequências negativas?,Você se sentiria à vontade para discutir um distúrbio de saúde mental com seus colegas de trabalho?,Você se sentiria confortável discutindo um distúrbio de saúde mental com seu (s) supervisor (s) direto (s)?,Você acha que seu empregador leva a saúde mental tão a sério quanto a saúde física?,Você já ouviu falar ou observar consequências negativas para os colegas de trabalho que foram abertos sobre problemas de saúde mental em seu local de trabalho?,Você estaria disposto a discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria um problema de saúde mental com um empregador em potencial em uma entrevista?,Você sente que ser identificado como uma pessoa com um problema de saúde mental prejudicaria sua carreira?,Você acha que os membros da equipe/colegas de trabalho o levariam mais negativamente se soubessem que você sofria de um problema de saúde mental?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você tem um histórico familiar de doença mental?,Você já teve um distúrbio de saúde mental no passado?,Você atualmente tem um distúrbio de saúde mental?,Você foi diagnosticado com uma condição de saúde mental por um profissional médico?,Você já procurou tratamento para um problema de saúde mental de um profissional de saúde mental?,"Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz?",Qual é a sua idade?,Qual é o seu gênero?,Qual das opções a seguir melhor descreve sua posição de trabalho?,Você trabalha remotamente?
0,100-500,1.0,I don't know,No,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,Yes,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,No,Maybe,No,0,Sometimes,Sometimes,32,Male,Back-end Developer,Sometimes
0,500-1000,1.0,I don't know,No,I don't know,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,No,Yes,"No, it has not","No, they do not",Very open,I don't know,Yes,Yes,Yes,1,Not applicable to me,Often,37,male,Supervisor/Team Lead,Always
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,33,male,Front-end Developer,Sometimes
0,6-25,1.0,No,,No,No,I don't know,Somewhat easy,No,No,No,Maybe,Yes,No,"No, at none of my previous employers",No,No,Maybe,Maybe,Somewhat not open,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,28,f,Sales,Sometimes
0,26-100,1.0,I don't know,No,Yes,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,Yes,No,,Yes,No,Maybe,"Yes, I think they would",Somewhat not open,No,No,No,No,1,Not applicable to me,Not applicable to me,22,man,Back-end Developer,Never
0,500-1000,1.0,I don't know,I am not sure,Yes,Yes,I don't know,Somewhat easy,No,Maybe,Maybe,Maybe,Yes,No,Some of my previous employers,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,Yes,Yes,Yes,No,1,Never,Rarely,30,Male,Dev Evangelist/Advocate,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,"No, it has not",Maybe,Neutral,Yes,Maybe,No,Yes,1,Sometimes,Often,42,Female,Other,Always
0,100-500,1.0,Yes,I am not sure,No,I don't know,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No,"No, at none of my previous employers",Yes,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat not open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,34,male,Back-end Developer|DevOps/SysAdmin,Never
0,6-25,1.0,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,Yes,Yes,No,Some of my previous employers,No,No,"Yes, I think it would","No, I don't think they would",Somewhat open,No,Maybe,Maybe,Yes,1,Rarely,Often,32,Male,Back-end Developer,Sometimes
0,100-500,1.0,No,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No,"No, at none of my previous employers",Maybe,Maybe,"Yes, it has",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,37,male,Support,Always
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Yes,Maybe,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,Yes,No,Yes,1,Rarely,Sometimes,31,Female,One-person shop|Designer|Front-end Developer|Back-end Developer|Support|Dev Evangelist/Advocate,Always
0,26-100,1.0,I don't know,No,Yes,No,I don't know,Very easy,Yes,Maybe,Maybe,Maybe,Yes,No,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Never,Often,31,Male,Dev Evangelist/Advocate|Support|Back-end Developer,Always
0,26-100,0.0,No,I am not sure,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,No,"Yes, it has",Maybe,Very open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,26,male,Front-end Developer,Always
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,I don't know,No,Maybe,No,0,Sometimes,Sometimes,30,Male,One-person shop,Sometimes
0,100-500,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,No,No,"Yes, at all of my previous employers",No,No,"Yes, I think it would",Maybe,Neutral,Yes,Yes,Yes,Yes,1,Rarely,Often,36,m,Supervisor/Team Lead|Back-end Developer,Sometimes
0,100-500,1.0,Yes,No,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),Yes,Yes,No,Yes,1,Not applicable to me,Not applicable to me,38,Male,Back-end Developer,Always
0,26-100,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,No,No,Yes,Maybe,I don't know,No,,No,No,Maybe,"No, I don't think they would",Somewhat open,No,No,Yes,Yes,1,Never,Often,24,Male,Back-end Developer|Front-end Developer,Sometimes
0,100-500,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,I don't know,No,"No, at none of my previous employers",Maybe,No,Maybe,Maybe,Neutral,I don't know,Yes,Yes,No,0,Never,Rarely,26,male,Back-end Developer,Sometimes
0,More than 1000,1.0,Yes,I am not sure,Yes,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,I don't know,No,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,37,Male,Dev Evangelist/Advocate|DevOps/SysAdmin,Never
0,26-100,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Yes,"No, at none of my previous employers",Maybe,No,Maybe,Maybe,Neutral,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,27,Female,Designer,Never
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,Maybe,Maybe,Very open,No,Yes,No,Yes,1,Rarely,Rarely,32,Male,One-person shop|Back-end Developer|Sales|DevOps/SysAdmin|Executive Leadership,Always
0,26-100,1.0,Yes,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No,"Yes, at all of my previous employers",Yes,Maybe,"No, I don't think it would",Maybe,Very open,No,Yes,No,No,1,Never,Sometimes,32,Male,Back-end Developer,Never
0,6-25,0.0,Yes,I am not sure,No,Yes,No,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,30,Male,Front-end Developer|Back-end Developer|Support|DevOps/SysAdmin,Never
0,26-100,1.0,No,No,Yes,No,I don't know,Very difficult,No,No,Yes,Yes,Yes,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would","No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,1,Sometimes,Sometimes,26,Female,Dev Evangelist/Advocate,Always
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"No, I don't think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,27,Female,Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead|Other,Never
1,,,,,,,,,,,,,,,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,I don't know,No,Yes,Yes,1,Never,Often,27,Male,One-person shop,Always
0,26-100,1.0,Not eligible for coverage / N/A,No,No,No,I don't know,I don't know,No,No,Maybe,Yes,I don't know,No,Some of my previous employers,Yes,Maybe,Maybe,Maybe,Very open,Yes,Yes,Maybe,No,1,Not applicable to me,Sometimes,29,Male,Back-end Developer,Always
0,26-100,1.0,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,26,nb masculine,Back-end Developer|DevOps/SysAdmin,Never
0,100-500,1.0,Yes,I am not sure,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,No,No,Some of my previous employers,No,No,"Yes, I think it would",Maybe,Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,23,Female,Back-end Developer,Never
0,100-500,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Yes,Yes,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),Yes,Yes,No,Yes,1,Rarely,Sometimes,30,Male,Supervisor/Team Lead|Support,Sometimes
0,More than 1000,0.0,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,"No, at none of my previous employers",No,No,Maybe,Maybe,Somewhat not open,Yes,Yes,Yes,Yes,0,Not applicable to me,Sometimes,40,M,Supervisor/Team Lead,Sometimes
0,100-500,1.0,I don't know,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,Maybe,No,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would",Maybe,Not open at all,I don't know,Maybe,Maybe,Yes,1,Sometimes,Sometimes,46,male,Supervisor/Team Lead|Support,Sometimes
0,26-100,1.0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,I don't know,No,"Yes, at all of my previous employers",Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,26,Male,Back-end Developer,Sometimes
0,More than 1000,1.0,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,No,No,No,I don't know,No,I don't know,Yes,No,"Yes, I think it would",Maybe,Neutral,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,30,m,DevOps/SysAdmin,Sometimes
0,100-500,1.0,No,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Very open,No,No,No,No,0,Not applicable to me,Not applicable to me,27,f,Back-end Developer,Always
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,35,male,Executive Leadership,Always
0,26-100,1.0,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Often,26,Cisgender Female,HR|Dev Evangelist/Advocate|Sales,Sometimes
0,100-500,1.0,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,Yes,No,No,No,0,Not applicable to me,Not applicable to me,35,Male,Back-end Developer,Always
0,26-100,0.0,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,Yes,Some of my previous employers,Yes,Maybe,Maybe,"Yes, they do",Somewhat not open,Yes,Yes,Yes,No,1,Rarely,Sometimes,29,Male,DevOps/SysAdmin|Back-end Developer,Never
0,100-500,1.0,I don't know,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,"No, at none of my previous employers",Maybe,No,"No, I don't think it would","No, I don't think they would",Somewhat open,No,No,No,No,1,Not applicable to me,Not applicable to me,34,Male,Back-end Developer|Dev Evangelist/Advocate|Supervisor/Team Lead,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Often,27,male,DevOps/SysAdmin|One-person shop,Sometimes
0,100-500,1.0,No,,No,No,Yes,I don't know,Maybe,No,Maybe,No,I don't know,No,"No, at none of my previous employers",Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Maybe,Maybe,No,0,Not applicable to me,Sometimes,39,Male,Executive Leadership,Sometimes
0,100-500,1.0,I don't know,,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,No,No,No,No,0,Not applicable to me,Not applicable to me,27,Male,Back-end Developer|DevOps/SysAdmin,Sometimes
0,500-1000,1.0,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,Some of my previous employers,Yes,No,Maybe,"No, I don't think they would",Somewhat open,No,Yes,No,Yes,1,Sometimes,Often,31,Male,Supervisor/Team Lead,Sometimes
0,26-100,0.0,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,Yes,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,26,Male,Supervisor/Team Lead|Front-end Developer|Back-end Developer,Never
0,26-100,1.0,Yes,No,No,I don't know,Yes,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Not open at all,Yes,Maybe,Maybe,No,1,Sometimes,Sometimes,44,male,Back-end Developer,Always
0,100-500,1.0,Yes,No,I don't know,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,27,male,Back-end Developer,Sometimes
0,100-500,0.0,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,"No, at none of my previous employers",No,No,Maybe,Maybe,Very open,Yes,Yes,Yes,Yes,1,Never,Sometimes,57,Female,Back-end Developer|Front-end Developer|Designer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Maybe,Maybe,"No, I don't think they would",Very open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,34,m,Executive Leadership,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,Maybe,Maybe,Very open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,38,Male,One-person shop|Back-end Developer|Other,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Neutral,I don't know,Yes,Maybe,Yes,1,Not applicable to me,Often,55,Male,One-person shop|Back-end Developer,Always
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,"Yes, it has","Yes, they do",Neutral,Yes,Maybe,Maybe,No,1,Rarely,Often,28,male,One-person shop|Back-end Developer,Sometimes
0,More than 1000,0.0,I don't know,I am not sure,No,No,No,Neither easy nor difficult,Yes,No,No,Maybe,I don't know,No,I don't know,No,No,Maybe,"Yes, I think they would",Very open,I don't know,Maybe,Maybe,No,1,Often,Sometimes,35,Male,Supervisor/Team Lead|DevOps/SysAdmin,Never
0,100-500,1.0,Yes,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,Yes,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,I don't know,Yes,Yes,Yes,1,Often,Often,26,Male,Back-end Developer,Always
0,6-25,1.0,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,I don't know,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,Maybe,No,0,Not applicable to me,Not applicable to me,22,female,Front-end Developer|Back-end Developer,Never
0,100-500,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would",Maybe,Neutral,No,No,No,No,0,Not applicable to me,Not applicable to me,31,Male,Back-end Developer,Sometimes
0,26-100,1.0,I don't know,No,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No,,Maybe,No,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,1,Not applicable to me,Not applicable to me,31,male,Back-end Developer,Never
1,,,,,,,,,,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,40,Male,Executive Leadership,Sometimes
0,More than 1000,0.0,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,No,"No, at none of my previous employers",Maybe,No,Maybe,"No, I don't think they would",Somewhat open,No,No,Yes,Yes,1,Sometimes,Sometimes,26,m,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes
0,1-5,1.0,No,,No,No,No,Very difficult,Yes,No,No,No,I don't know,No,Some of my previous employers,No,No,"Yes, it has","Yes, they do",Somewhat not open,Yes,Yes,Yes,No,1,Sometimes,Sometimes,36,M,One-person shop,Sometimes
0,26-100,1.0,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Yes,No,Maybe,"No, they do not",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,33,Male,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes
0,500-1000,1.0,Yes,I am not sure,Yes,No,I don't know,Very easy,No,No,Yes,Yes,I don't know,No,,Maybe,No,"No, I don't think it would","No, they do not",Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Often,24,F,Back-end Developer|Front-end Developer,Sometimes
0,6-25,1.0,No,No,No,No,I don't know,Very easy,Maybe,Maybe,No,Maybe,No,No,I don't know,No,No,"Yes, it has","Yes, they do",Somewhat not open,Yes,Maybe,Maybe,No,0,Often,Rarely,22,male,Front-end Developer|Back-end Developer,Sometimes
0,6-25,1.0,Yes,Yes,No,Yes,I don't know,Somewhat difficult,No,No,Maybe,Yes,Yes,No,Some of my previous employers,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Yes,Yes,Maybe,Yes,1,Rarely,Rarely,33,male,Supervisor/Team Lead|DevOps/SysAdmin|Support,Always
0,More than 1000,1.0,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,No,No,,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,1,Rarely,Sometimes,37,f,Support,Sometimes
0,6-25,1.0,Yes,I am not sure,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Yes,Maybe,No,0,Rarely,Sometimes,29,Male,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Always
0,1-5,0.0,Not eligible for coverage / N/A,,Yes,No,Yes,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),I don't know,Maybe,No,No,1,Not applicable to me,Not applicable to me,38,Male,Back-end Developer,Sometimes
0,1-5,1.0,No,,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,Maybe,No,0,Sometimes,Not applicable to me,33,m,DevOps/SysAdmin|Back-end Developer,Sometimes
0,1-5,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,Yes,No,No,No,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Maybe,Yes,1,Never,Often,44,Female,Executive Leadership,Always
0,6-25,0.0,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,Some of my previous employers,Maybe,No,Maybe,"No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Never,Sometimes,23,Male,Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,Maybe,Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,30,M,One-person shop,Sometimes
0,More than 1000,0.0,I don't know,No,No,No,I don't know,Very difficult,Yes,No,No,No,No,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Very open,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,30,Man,Back-end Developer|Front-end Developer,Never
0,26-100,1.0,Yes,No,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,28,male,Back-end Developer,Sometimes
0,26-100,1.0,Yes,Yes,No,No,No,Somewhat easy,No,No,Maybe,Maybe,No,No,"No, at none of my previous employers",Maybe,No,Maybe,"No, I don't think they would",Somewhat not open,I don't know,Maybe,Maybe,No,0,Not applicable to me,Often,39,male,Back-end Developer|Front-end Developer,Never
0,6-25,1.0,No,No,No,No,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No,"No, at none of my previous employers",Yes,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Never,Sometimes,24,Female,Front-end Developer,Never
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,Maybe,Maybe,Very open,Yes,Yes,Yes,Yes,1,Sometimes,Often,27,Male,Other|Executive Leadership|Supervisor/Team Lead|Dev Evangelist/Advocate|DevOps/SysAdmin|Back-end Developer|One-person shop,Always
0,More than 1000,0.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No,Some of my previous employers,Yes,No,Maybe,"Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,35,Male,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
0,6-25,1.0,No,No,No,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No,I don't know,Maybe,Maybe,Maybe,Maybe,Neutral,Yes,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,23,Male,Front-end Developer,Never
0,More than 1000,0.0,Yes,I am not sure,I don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,I don't know,No,"No, at none of my previous employers",Maybe,Maybe,Maybe,Maybe,Somewhat not open,Yes,No,No,No,0,Not applicable to me,Not applicable to me,37,M,Other,Sometimes
0,6-25,1.0,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Neutral,No,No,No,No,0,Not applicable to me,Not applicable to me,35,Male,DevOps/SysAdmin|Front-end Developer|Back-end Developer,Sometimes
0,26-100,0.0,Yes,Yes,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,Yes,No,Some of my previous employers,Yes,Maybe,Maybe,"No, I don't think they would",Neutral,I don't know,Maybe,Maybe,No,0,Sometimes,Sometimes,27,Male,Supervisor/Team Lead|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes
0,1-5,1.0,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat not open,Yes,Maybe,Maybe,No,0,Rarely,Sometimes,27,Female,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Always
0,More than 1000,1.0,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No,Some of my previous employers,No,No,Maybe,"Yes, I think they would",Neutral,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,27,Female,Front-end Developer,Never
